household_id,avg_monthly_consumption,median_monthly_consumption,sd_monthly_consumption,n_months_recorded,n_valid_months,n_zero_months,household_size,average_age,median_age,youngest_age,oldest_age,average_hours_at_home,employed_members,male_members,female_members,head_gender,head_ethnicity,head_religion,head_marital_status,head_education,head_occupation,head_employment_status,total_appliances,total_weekly_hours,refrigerator,electric_iron_including_electric_steam_iron,microwave,electric_cook_tops_induction_cookers_infra_red_cookers_hot_plates,washing_machine,electric_water_heater_to_heat_water_for_drinking_purposes,electric_oven,air_fryer,electric_water_pump,geyser_hot_water_systems_for_bathrooms_which_operate_from_electricity,floor_area,no_of_electricity_meters,own_the_house_or_living_on_rent,type_of_house,socio_economic_class,total_monthly_expenditure_of_last_month,main_material_used_for_walls_of_the_house,main_material_used_for_roof_of_the_house,type_of_electricity_meter,missing_appliance_survey,consumption_outlier,usage_intensity_pc1
ID1237,134.48,138,57.78849366439655,25,25,1,5,30.2,37,2,69,127.9,0,2,3,Male,Sinhala,Buddhism,Currently married (registered),Passed Degree / Diploma,NA,NA,15,182.58,1,1,0,0,0,0,0,0,0,0,928,1,"No, I am living on rent and the rent is paid by me or a household member.",Single House - Single Floor,SEC A,80000,Cement Block,Asbestos,Smart meter,FALSE,FALSE,0.09906770252534262
ID1238,112.28,111,9.135644476444998,25,25,0,5,33,23,15,57,168,1,4,1,Male,Sinhala,Buddhism,Currently married (registered),Passed G.C.E.(A/L) or equivalent,Professional,Government employee,10,218.5,1,1,0,0,0,0,0,0,0,0,1154,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC B,60000,Cement Block,Concrete,Non smart meter,FALSE,FALSE,-0.2065951650527183
ID1239,47.64,41,21.519138768392505,25,25,0,1,60,60,60,60,100,1,1,0,Male,Sinhala,Buddhism,Currently married (customary),Passed Grade 6,Service worker and shop and market sales worker,Own account worker,7,21.5,1,1,0,0,0,0,1,0,0,0,500,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC D,10000,Cement Block,Asbestos,Non smart meter,FALSE,FALSE,-2.3071547194542577
ID1240,147.28,136,29.4441844852256,25,25,0,2,64.5,64.5,64,65,56.5,1,1,1,Male,Sinhala,Buddhism,Currently married (registered),Passed Grade 5,No occupation,Own account worker,7,225,1,0,0,0,1,0,0,0,0,0,450,1,"No, I or any household member does not own or rent this household. We occupy this household without any payment of rent.",Single House - More than 2 floors,SEC D,20000,Brick,Concrete,Smart meter,FALSE,FALSE,-1.1308580014263214
ID1241,56.92,55,8.341262893990734,25,25,0,5,41.6,32,27,64,139.2,2,2,3,Male,Sinhala,Buddhism,Currently married (registered),Passed Grade 7,NA,NA,8,193.5,1,1,0,0,0,0,0,0,0,0,704,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC C,35000,Cement Block,Asbestos,Non smart meter,FALSE,FALSE,-0.9535323716273675
ID1242,7.08,8,4.34856298103178,25,25,1,2,61,61,59,63,155,1,1,1,Male,Sinhala,Buddhism,Currently married (customary),Passed G.C.E.(A/L) or equivalent,Craft and related worker,Employer,3,1,0,1,0,0,1,0,0,0,0,0,1500,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC C,20000,Cabook,Asbestos,Smart meter,FALSE,FALSE,-2.1852853776628005
ID1243,64,60,10.246950765959598,25,25,0,6,42.833333333333336,42.5,25,63,110.83333333333331,4,1,5,Male,Sinhala,Buddhism,Currently married (registered),Passed Grade 7,Craft and related worker,Employer,13,172.25,1,1,0,0,0,1,0,0,0,0,2400,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC D,60000,Cement Block,Asbestos,Non smart meter,FALSE,FALSE,0.3026732967365296
ID1244,229.72,230,21.624677261560844,25,25,0,6,54.833333333333336,57,21,84,117.83333333333331,2,3,3,Male,Sinhala,Buddhism,Currently married (registered),Passed G.C.E.(A/L) or equivalent,NA,NA,27,198.4,1,1,1,0,1,0,1,0,0,1,2600,1,"Yes, I or a household member owns it.",Single House - Double Floor,SEC A,100000,Brick,Tile,Smart meter,FALSE,FALSE,2.0181642572957013
ID1245,86.28,81,18.92863791542681,25,25,0,4,25.75,22,10,49,148,0,1,3,Female,Sinhala,Buddhism,Currently married (registered),Passed Grade 7,NA,NA,10,85,1,0,0,0,0,0,0,0,0,0,660,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC C,35000,Brick,Tile,Non smart meter,FALSE,FALSE,-1.4019929060646783
ID1246,136.76,136,12.722290150231077,25,25,0,4,33.75,34.5,17,49,76.25,3,3,1,Male,Sinhala,Buddhism,Currently married (registered),Passed Grade 10,Craft and related worker,Own account worker,17,206.96,1,1,0,0,1,0,0,0,0,0,900,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC B,65000,Brick,Concrete,Non smart meter,FALSE,FALSE,0.20641800782222183
ID1247,235.2,90,451.2823395613881,25,25,1,5,21.8,11,6,45,81.2,1,2,3,Male,Sinhala,Buddhism,Currently married (registered),Passed Degree / Diploma,Professional,Private sector employee,18,190.16,1,1,1,0,0,0,1,0,0,0,2500,1,"Yes, I or a household member owns it.",Single House - More than 2 floors,SEC A,100000,Cement Block,Concrete,Smart meter,FALSE,FALSE,1.2516514824950198
ID1248,68.6,70,14.11854572303158,25,25,0,3,24.333333333333332,33,5,35,126,1,2,1,Male,Sinhala,Buddhism,Currently married (registered),Passed G.C.E.(O/L),Technician and associate professional,Employer,11,184,1,1,0,0,1,0,0,0,0,0,500,1,"No, I am living on rent and the rent is paid by me or a household member.",Single House - Single Floor,SEC B,125000,I am not aware of that,Asbestos,Non smart meter,FALSE,FALSE,0.10934172861298291
ID1250,81.12,81,14.242892964563064,25,25,0,4,21.5,22,5,37,152.25,1,2,2,Male,Sinhala,Roman Catholicism,Currently married (registered),Passed G.C.E.(A/L) or equivalent,Professional,Private sector employee,14,78.16,1,1,0,0,1,1,1,0,0,0,3000,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC A,75000,Cement Block,Tile,Smart meter,FALSE,FALSE,0.29218704845694565
ID1251,253.36,249,27.27006906237435,25,25,0,6,45.666666666666664,45,2,93,131.66666666666666,3,3,3,Male,Sinhala,Buddhism,Currently married (registered),Passed Grade 10,Elementary occupation,Own account worker,16,196.88,1,1,0,0,1,0,1,0,0,1,1000,1,"No, I am living on rent and the rent is paid by me or a household member.",Single House - Single Floor,SEC C,70000,Cement Block,Concrete,Smart meter,FALSE,FALSE,0.17358170870452017
ID1252,75.68,61,40.46059811718062,25,25,0,3,39.666666666666664,49,18,52,135,2,2,1,Male,Sinhala,Buddhism,Currently married (registered),Passed G.C.E.(A/L) or equivalent,Technician and associate professional,Government employee,12,13.83,1,1,0,0,0,0,0,0,0,0,600,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC B,50000,Cement Block,Concrete,Smart meter,FALSE,FALSE,-1.4951093931702237
ID1253,125.84,92,59.11618503703815,25,25,0,4,27.5,28.5,7,46,127,1,3,1,Male,Sinhala,Buddhism,Currently married (registered),Passed Degree / Diploma,"Legislator, senior official, and manager",Private sector employee,21,90.98,1,1,0,0,1,0,0,0,0,0,2600,1,"No, I am living on rent and the rent is paid by me or a household member.",Single House - Single Floor,SEC A,100000,I am not aware of that,Asbestos,Smart meter,FALSE,FALSE,0.9898998111307867
ID1254,158.2,159,18.36663641860788,25,25,0,6,48.166666666666664,51.5,13,80,136.33333333333334,2,4,2,Male,Sinhala,Buddhism,Currently married (registered),Passed Degree / Diploma,Service worker and shop and market sales worker,Private sector employee,26,198.11,1,1,1,0,1,0,1,0,0,0,3600,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC A,150000,Brick,Concrete,Smart meter,FALSE,FALSE,2.9076916827725654
ID1255,134.04166666666666,129.5,50.296926318627555,25,24,0,5,41.6,35,4,75,112.8,2,3,2,Male,Sinhala,Buddhism,Widowed,Passed Degree / Diploma,NA,NA,19,182.89,1,1,1,0,1,0,0,0,0,0,1200,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC A,100000,I am not aware of that,Concrete,Smart meter,FALSE,FALSE,0.7350590011282242
ID1256,151.6,156,30.605010483034743,25,25,0,3,51.666666666666664,62,29,64,112,1,2,1,Male,Sinhala,Buddhism,Currently married (registered),Passed post Graduate Degree / Diploma,NA,NA,15,253,1,1,0,0,1,0,0,0,0,0,3000,1,"Yes, I or a household member owns it.",Single House - Double Floor,SEC B,40000,Brick,Asbestos,Smart meter,FALSE,FALSE,0.9249170560246599
ID1257,131.4,139,20.665994612728745,25,25,0,4,39.5,39.5,18,61,72.25,2,3,1,Male,Sinhala,Roman Catholicism,Currently married (registered),Passed G.C.E.(A/L) or equivalent,Professional,Private sector employee,20,210.75,1,1,0,1,1,0,1,0,1,0,2400,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC B,150000,Cement Block,Asbestos,Smart meter,FALSE,FALSE,2.0114640124975782
ID1258,115.92,115,13.880201727640705,25,25,0,5,41.4,37,7,68,144.2,2,1,4,Male,Sinhala,Buddhism,Currently married (registered),Passed Degree / Diploma,NA,NA,28,271.08,1,1,0,0,0,0,0,0,0,1,2500,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC A,75000,Cabook,Tile,Non smart meter,FALSE,FALSE,2.169678267507699
ID1259,37.48,34,14.514705187039338,25,25,0,5,43.2,48,19,75,19.6,1,2,3,Male,Sinhala,Roman Catholicism,Currently married (registered),Passed G.C.E.(A/L) or equivalent,Clerk,Semi government employee,21,151,1,1,0,0,1,1,1,0,0,0,3000,1,"Yes, I or a household member owns it.",Single House - Double Floor,SEC C,175000,Brick,Tile,Non smart meter,FALSE,FALSE,2.2930178334520543
ID1260,0.32,0,1.2489995996796797,25,25,23,5,32.6,28,12,53,113.005,0,2,3,Male,Sinhala,Other Christian denominations,Currently married (registered),Passed Grade 5,NA,NA,6,224,1,0,0,0,0,0,0,0,0,0,450,2,"Yes, I or a household member owns it.",Single House - Double Floor,SEC E,40000,Cement Block,Metal Sheet,Non smart meter,FALSE,FALSE,-0.9953220814702751
ID1261,71.2,71,19.241881404893856,25,25,1,2,60.5,60.5,46,75,140.5,1,0,2,Female,Sinhala,Buddhism,Never married,Passed Grade 12,Plant and machine operator and assembler,Private sector employee,8,208.13,1,1,0,0,0,0,0,0,0,0,650,1,"No, I am living on rent and the rent is paid by me or a household member.",Single House - Single Floor,SEC D,50000,Cement Block,Asbestos,Non smart meter,FALSE,FALSE,-0.7358750623256791
ID1262,429.48,390,166.916925444965,25,25,1,4,41,41.5,22,59,122,1,3,1,Male,Sinhala,Roman Catholicism,Currently married (registered),Passed GAQ (General Arts Qualifying (External) Examination)/GSQ (General Science Qualifying examination),Elementary occupation,Private sector employee,22,307.42,1,1,0,0,1,1,1,0,0,0,3600,1,"Yes, I or a household member owns it.",Single House - Double Floor,SEC A,150000,Brick,Asbestos,Non smart meter,FALSE,TRUE,3.190686718883504
ID1263,117.56,118,7.665289731423507,25,25,0,4,39,39,19,59,133.25,1,2,2,Male,Sinhala,Buddhism,Currently married (registered),Passed Grade 9,Plant and machine operator and assembler,Private sector employee,13,194.58,1,1,0,0,0,0,1,0,0,0,1200,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC C,80000,Cement Block,Asbestos,Non smart meter,FALSE,FALSE,0.1279771874376488
ID1264,64.28,64,6.785523806850384,25,25,0,3,22.666666666666668,31,4,33,129.66666666666666,1,1,2,Male,Sinhala,Buddhism,Currently married (registered),Passed G.C.E.(A/L) or equivalent,Technician and associate professional,Government employee,12,174.5,1,1,0,0,0,0,0,0,0,0,600,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC C,60000,Stones/Cube stones,Concrete,Smart meter,FALSE,FALSE,-0.5268094280249822
ID1265,101.8,109,33.31916365496989,25,25,0,9,21.555555555555557,19,1,51,122.88888888888889,3,4,5,Male,Sri Lankan Tamil,Other Christian denominations,Currently married (customary),Passed Grade 10,Elementary occupation,Private sector employee,12,185.32,1,1,0,0,1,0,0,0,0,0,408.3,1,"No, I am living on rent and the rent is paid by me or a household member.",Flat,SEC E,100000,Cement Block,Concrete,Non smart meter,FALSE,FALSE,-0.11761098511143925
ID1266,51.84,49,12.785669060840474,25,25,0,5,30.8,22,14,54,108.8,1,1,4,Male,Sinhala,Buddhism,Currently married (registered),Passed G.C.E.(O/L),Technician and associate professional,Private sector employee,12,44,1,1,0,0,1,0,0,0,0,0,1800,2,"Yes, I or a household member owns it.",Single House - Double Floor,SEC D,100000,Cement Block,Asbestos,Smart meter,FALSE,FALSE,-0.28187735115086
ID1268,59.32,48,31.033208019797115,25,25,0,4,37.25,39,15,56,87.75,2,2,2,Male,Sri Lankan Tamil,Roman Catholicism,Currently married (registered),Passed Grade 10,Elementary occupation,Own account worker,11,172,1,1,1,0,1,0,0,0,0,0,400,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC D,120000,Cement Block,Asbestos,Non smart meter,FALSE,FALSE,-0.05155758597356608
ID1269,1.64,0,4.121892769104989,25,25,21,3,51,61,31,61,74.66666666666667,2,1,2,Male,Sinhala,Buddhism,Currently married (customary),Passed G.C.E.(A/L) or equivalent,Professional,Private sector employee,11,127,1,1,0,0,1,0,0,0,0,0,2500,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC C,75000,Cement Block,Asbestos,Non smart meter,FALSE,FALSE,0.11424287907227101
ID1270,86.28,83,16.440600151251576,25,25,0,5,37.4,40,10,75,138.4,2,3,2,Male,Sri Lankan Moor/Muslim,Islam,Currently married (registered),Passed Grade 8,Elementary occupation,Own account worker,11,88.5,0,1,0,0,0,0,0,0,0,0,300,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC C,45000,Cement Block,Asbestos,Non smart meter,FALSE,FALSE,-1.3527021503257373
ID1271,197.04,199,10.23262755438048,25,25,0,3,47,59,16,66,148.66666666666666,0,2,1,Male,Sinhala,Buddhism,Currently married (registered),Passed G.C.E.(A/L) or equivalent,NA,NA,16,358.95,1,1,0,0,1,0,1,0,1,0,2000,1,"Yes, I or a household member owns it.",Single House - Double Floor,SEC B,75000,Brick,Tile,Non smart meter,FALSE,FALSE,1.5208183183364463
ID1272,578.68,571,80.76804235999946,25,25,0,4,54,56,23,81,148,1,3,1,Male,Sinhala,Roman Catholicism,Currently married (registered),Passed G.C.E.(O/L),Technician and associate professional,Private sector employee,10,146.25,1,1,0,0,1,0,0,0,0,0,1500,1,"No, I am living on rent and the rent is paid by me or a household member.",Single House - Single Floor,SEC B,90000,I am not aware of that,Tile,Non smart meter,FALSE,TRUE,-0.12147661672625074
ID1273,346.4,371,87.25775992235113,25,25,0,5,57.8,62,38,86,132.6,2,3,2,Male,Sinhala,Buddhism,Never married,Passed Degree / Diploma,Service worker and shop and market sales worker,Employer,22,288.05,1,1,1,1,1,0,0,1,0,0,650,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC A,30000,Cement Block,Concrete,Smart meter,FALSE,TRUE,0.5330602556927755
ID1274,156.32,157,12.256698848656873,25,25,0,5,30.4,36,5,62,106,0,2,3,Male,Sinhala,Islam,Currently married (customary),Passed G.C.E.(A/L) or equivalent,Related to forces,Government employee,13,210,1,1,0,0,1,0,0,0,1,0,1000,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC B,35000,Cement Block,Asbestos,Non smart meter,FALSE,FALSE,-0.3615498896559908
ID1276,87.16,86,10.617124532251344,25,25,0,5,32,25,21,49,95.2,4,3,2,Male,Sinhala,Roman Catholicism,Currently married (registered),Passed Grade 10,Skilled agricultural and fishery worker,Own account worker,11,210,1,1,0,0,0,0,0,0,0,0,800,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC E,60000,Cement Block,Asbestos,Smart meter,FALSE,FALSE,-0.32720243896357015
ID1278,78.36,79,18.721378154398785,25,25,0,2,54,54,53,55,163.5,1,1,1,Male,Sinhala,Buddhism,Currently married (registered),Passed Grade 3,NA,NA,8,211,1,1,0,0,0,0,0,0,0,0,450,2,"Yes, I or a household member owns it.",Single House - Double Floor,SEC E,30000,Cement Block,Concrete,Smart meter,FALSE,FALSE,-1.0220491661889959
ID1279,116.12,131,65.16921563642352,25,25,0,6,32.833333333333336,29.5,1,57,145.83333333333334,2,4,2,Male,Sri Lankan Tamil,Hinduism,Currently married (registered),Passed Grade 10,Elementary occupation,Private sector employee,8,199.3,1,1,0,0,0,1,0,0,0,0,800,1,"No, I am living on rent and the rent is paid by me or a household member.",Single House - Single Floor,SEC C,61000,Cement Block,Tile,Non smart meter,FALSE,FALSE,-0.6002755008395461
ID1280,45.52,39,16.641113744778824,25,25,0,5,39.2,46,22,52,112.8,4,4,1,Female,Sinhala,Buddhism,Currently married (registered),Passed Grade 8,Elementary occupation,Own account worker,7,127.5,1,1,0,0,0,0,0,0,0,0,450,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC D,50000,Pressed soil blocks,Tile,Smart meter,FALSE,FALSE,-1.3281458070868442
ID1281,61.28,64,8.101028741256671,25,25,0,6,42.166666666666664,42,22,63,119.16666666666669,1,2,4,Male,Sinhala,Buddhism,Currently married (registered),Passed Grade 9,Professional,Own account worker,14,228.25,1,1,0,0,0,0,0,0,0,0,2800,1,"No, I am living on rent and the rent is paid by me or a household member.",Single House - Single Floor,SEC C,60000,Cabook,Tile,Smart meter,FALSE,FALSE,0.8482064887748886
ID1282,301.76,343,144.60759546672045,25,25,3,4,43,42,30,58,86,2,2,2,Male,Sinhala,Roman Catholicism,Currently married (registered),Passed G.C.E.(O/L),NA,NA,38,363,1,1,1,0,1,0,1,1,1,1,2750,1,"Yes, I or a household member owns it.",Single House - Double Floor,SEC B,100000,Brick,Asbestos,Smart meter,FALSE,TRUE,3.794046002491029
ID1283,113.32,110,18.406792224611,25,25,0,6,42,43,11,72,142.33333333333334,2,4,2,Male,Sinhala,Buddhism,Currently married (registered),Passed G.C.E.(O/L),Technician and associate professional,Employer,12,173.25,1,1,0,0,0,0,1,0,0,0,800,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC C,70000,Cement Block,Asbestos,Smart meter,FALSE,FALSE,-0.3401771280829246
ID1284,763.36,741,189.65646135403173,25,25,0,5,24.8,18,3,48,144,1,2,3,Male,Sinhala,Buddhism,Currently married (registered),Passed G.C.E.(O/L),Professional,Employer,16,235.2,1,1,1,0,1,0,0,0,0,0,1000,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC A,100000,Cement Block,Asbestos,Smart meter,FALSE,TRUE,0.7033549262582515
ID1285,7,5,12.206555615733702,25,25,5,2,68,68,66,70,159,1,1,1,Male,Sinhala,Buddhism,Currently married (registered),Passed Grade 8,Technician and associate professional,Own account worker,2,14,0,0,0,0,0,0,0,0,0,0,240,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC E,20000,Brick,Tile,Non smart meter,FALSE,FALSE,-2.7274254710362014
ID1286,63.12,63,12.627087286200778,25,25,0,6,44.166666666666664,47.5,11,84,141,3,2,4,Female,Sinhala,Buddhism,Widowed,Passed Grade 4,NA,NA,8,202.075,1,1,0,0,0,0,0,0,1,0,3000,1,"Yes, I or a household member owns it.",Single House - Double Floor,SEC C,50000,Cement Block,Tile,Non smart meter,FALSE,FALSE,0.23175241483648773
ID1287,326,325,55.739722520538855,25,25,0,5,23.8,36,1,41,151,2,2,3,Male,Sinhala,Roman Catholicism,Currently married (registered),Passed Degree / Diploma,Service worker and shop and market sales worker,Employer,30,317.02,1,1,1,0,1,0,1,0,0,1,3400,1,"Yes, I or a household member owns it.",Single House - Double Floor,SEC A,200000,Brick,Tile,Smart meter,FALSE,TRUE,4.302345604532073
ID1288,163.24,173,34.73744377469361,25,25,0,7,34.57142857142857,36,8,68,148.57142857142858,1,2,5,Male,Sri Lankan Moor/Muslim,Islam,Currently married (customary),Passed Grade 10,Technician and associate professional,Own account worker,12,189,1,1,1,0,1,0,0,0,1,0,1200,1,"Yes, I or a household member owns it.",Flat,SEC E,75000,Cement Block,Concrete,Non smart meter,FALSE,FALSE,-0.03153884483574543
ID1289,9.84,0,12.515590277729611,25,25,13,3,56.333333333333336,66,33,70,131.66666666666666,1,2,1,Male,Sinhala,Buddhism,Currently married (customary),Passed G.C.E.(O/L),Clerk,Semi government employee,15,185.75,1,1,0,0,1,0,0,0,0,0,650,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC B,50000,Brick,Concrete,Smart meter,FALSE,FALSE,-0.32690716418365917
ID1290,238.4,231,63.631753079732135,25,25,0,6,33,28.5,18,51,123,2,3,3,Male,Sinhala,Buddhism,Currently married (registered),Passed Grade 12,"Legislator, senior official, and manager",Private sector employee,22,196.49,1,1,0,0,1,0,1,0,0,0,4600,1,"Yes, I or a household member owns it.",Single House - More than 2 floors,SEC A,250000,Brick,Concrete,Smart meter,FALSE,FALSE,4.104552720293796
ID1291,85.52,86,13.693429081132308,25,25,0,5,33.2,30,5,60,131.2,3,2,3,Male,Sinhala,Roman Catholicism,Currently married (registered),Passed Grade 10,NA,NA,8,130.3,1,1,0,0,0,0,0,0,0,0,800,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC D,60000,Brick,Tile,Non smart meter,FALSE,FALSE,-0.9804623015198786
ID1292,219.76,219,22.70330372434814,25,25,0,4,33.75,34.5,21,45,150.75,2,2,2,Male,Sinhala,Buddhism,Currently married (registered),Passed Grade 10,Professional,Employer,22,245.13,1,1,0,0,0,0,1,0,0,0,1800,1,"Yes, I or a household member owns it.",Single House - Double Floor,SEC B,70000,Cement Block,Asbestos,Non smart meter,FALSE,FALSE,1.2255412927006442
ID1293,16.16,0,31.92788749666974,25,25,14,8,23.375,14,1,65,150.125,1,3,5,Male,Sri Lankan Moor/Muslim,Islam,Currently married (customary),Passed Grade 10,Service worker and shop and market sales worker,Private sector employee,5,171,1,0,0,0,1,0,0,0,0,0,1633.33,1,"No, I am living on rent and the rent is paid by me or a household member.",Flat,SEC D,100000,Cement Block,Asbestos,Non smart meter,FALSE,FALSE,-0.20172791682415325
ID1294,17.2,0,31.468237955119125,25,25,13,9,28.444444444444443,20,8,64,143.88888888888889,3,2,7,Male,Sinhala,Roman Catholicism,Currently married (registered),Passed G.C.E.(A/L) or equivalent,No occupation,Private sector employee,19,295,1,1,0,0,1,0,0,0,0,0,150,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC D,97000,Cement Block,Metal Sheet,Smart meter,FALSE,FALSE,0.8559066797482769
ID1295,86.08,82,18.20238079666137,25,25,0,4,66,72,44,76,138,1,2,2,Male,Sinhala,Buddhism,Currently married (registered),Passed Grade 6,Professional,Own account worker,3,28,0,0,0,0,0,0,0,0,0,0,750,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC D,45000,Brick,Asbestos,Smart meter,FALSE,FALSE,-2.089378334692819
ID1296,93.64,90,10.877652933116286,25,25,0,4,31.25,31.5,11,51,130.5,1,3,1,Male,Sinhala,Buddhism,Currently married (registered),Passed Grade 9,Elementary occupation,Own account worker,13,212.97,1,1,0,0,1,0,0,0,0,0,750,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC D,75000,Brick,Concrete,Non smart meter,FALSE,FALSE,-0.01918297267011257
ID1297,69.4,66,25.67424130654432,25,25,0,3,54.666666666666664,56,41,67,70,0,2,1,Male,Sinhala,Buddhism,Separated (not legally),Passed Grade 7,NA,NA,6,4.5,0,0,0,0,0,0,0,0,0,0,3000,1,"Yes, I or a household member owns it.",Line room/row house,SEC E,35000,Cement Block,Asbestos,Smart meter,FALSE,FALSE,-1.1392888087117834
ID1298,120.28,110,38.2813270407388,25,25,0,6,37.666666666666664,36,10,69,153.66666666666666,0,2,4,Female,Sinhala,Roman Catholicism,Currently married (registered),Passed Grade 5,NA,NA,5,81,1,0,0,0,0,0,0,0,0,0,650,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC C,40000,Wood / Takaran / Asbestos,Asbestos,Smart meter,FALSE,FALSE,-1.7512473604381986
ID1299,117.12,114,13.049010179575562,25,25,0,4,41.25,41.5,19,63,165,0,2,2,Male,Sinhala,Roman Catholicism,Currently married (customary),PhD,Professional,Government employee,18,198,1,1,0,0,1,0,0,0,1,0,900,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC A,80000,Brick,Other,Non smart meter,FALSE,FALSE,0.39631350842618035
ID1300,102.56,113,22.983834899047345,25,25,0,3,39.666666666666664,44,27,48,152,2,2,1,Male,Sinhala,Other Christian denominations,Currently married (customary),Passed Grade 10,Technician and associate professional,Private sector employee,7,208.033,1,1,0,0,0,1,0,0,0,0,3000,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC C,100000,Cement Block,Asbestos,Non smart meter,FALSE,FALSE,0.7291769417583884
ID1301,124.72,124,11.610053115009135,25,25,0,4,34.5,35.5,1,66,159.25,1,2,2,Male,Sinhala,Buddhism,Currently married (customary),Passed G.C.E.(O/L),Service worker and shop and market sales worker,Government employee,11,213.95,1,0,0,0,1,0,0,0,0,0,900,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC B,50000,Cement Block,Asbestos,Non smart meter,FALSE,FALSE,-0.37171654829222905
ID1302,105.68,104,15.818554506233072,25,25,0,5,38.4,43,14,72,159.6,1,3,2,Male,Sinhala,Roman Catholicism,Currently married (registered),Passed Grade 12,Service worker and shop and market sales worker,Private sector employee,16,221,1,1,0,0,1,1,1,0,1,0,800,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC C,70000,Brick,Tile,Non smart meter,FALSE,FALSE,0.21758916923295674
ID1303,29.96,16,22.34666268894157,25,25,0,7,30.142857142857142,30,4,61,144.85714285714286,1,4,3,Male,Sinhala,Roman Catholicism,Currently married (registered),Passed Grade 10,Craft and related worker,Private sector employee,5,140,1,0,0,0,0,0,0,0,0,0,420,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC D,65000,Cement Block,Asbestos,Smart meter,FALSE,FALSE,-1.2627548287379822
ID1304,148.4,140,44.02177491499709,25,25,0,7,26.714285714285715,19,6,54,120,1,3,4,Male,Sinhala,Roman Catholicism,Currently married (registered),Passed Grade 10,Craft and related worker,Private sector employee,5,170.25,1,1,0,0,1,0,0,0,0,0,470,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC D,50000,Cement Block,Asbestos,Smart meter,FALSE,FALSE,-1.2418662217531398
ID1306,44.52,47,18.93876095911944,25,25,0,6,34.833333333333336,36.5,8,53,130.66666666666666,3,5,1,Male,Sinhala,Buddhism,Currently married (customary),Passed G.C.E.(O/L),Elementary occupation,Private sector employee,12,103.5,1,1,0,0,0,0,0,0,0,0,3000,3,"Yes, I or a household member owns it.",Single House - More than 2 floors,SEC C,50000,Brick,Concrete,Smart meter,FALSE,FALSE,0.006223142856052577
ID1308,46.64,52,17.890593431558756,25,25,0,1,60,60,60,60,144,1,1,0,Male,Sinhala,Roman Catholicism,Currently married (registered),Passed Grade 10,Craft and related worker,Own account worker,1,0,0,0,0,0,0,0,0,0,0,0,300,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC E,30000,Cement Block,Asbestos,Non smart meter,FALSE,FALSE,-2.744161045636856
ID1309,26.44,17,19.587581099598115,25,25,0,4,29.25,27.5,17,45,122.5,2,2,2,Female,Sinhala,Roman Catholicism,Widowed,Passed Grade 5,Craft and related worker,Private sector employee,8,40,1,0,0,0,0,0,0,0,0,0,275,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC D,30000,Cement Block,Asbestos,Smart meter,FALSE,FALSE,-2.011904130382219
ID1310,85.88,86,50.261250813458005,25,25,0,5,21.6,18,8,36,133,2,2,3,Female,Sinhala,Buddhism,Currently married (customary),Passed Grade 10,Craft and related worker,Employer,3,171,1,0,0,0,0,0,0,0,0,0,850,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC D,35000,Wood / Takaran / Asbestos,Asbestos,Non smart meter,FALSE,FALSE,-1.3895408369095505
