household_id,avg_monthly_consumption,median_monthly_consumption,sd_monthly_consumption,n_months_recorded,n_valid_months,n_zero_months,household_size,average_age,median_age,youngest_age,oldest_age,average_hours_at_home,employed_members,male_members,female_members,head_gender,head_ethnicity,head_religion,head_marital_status,head_education,head_occupation,head_employment_status,total_appliances,total_weekly_hours,refrigerator,electric_iron_including_electric_steam_iron,microwave,electric_cook_tops_induction_cookers_infra_red_cookers_hot_plates,washing_machine,electric_water_heater_to_heat_water_for_drinking_purposes,electric_oven,air_fryer,electric_water_pump,geyser_hot_water_systems_for_bathrooms_which_operate_from_electricity,floor_area,no_of_electricity_meters,own_the_house_or_living_on_rent,type_of_house,socio_economic_class,total_monthly_expenditure_of_last_month,main_material_used_for_walls_of_the_house,main_material_used_for_roof_of_the_house,type_of_electricity_meter,missing_appliance_survey,consumption_outlier,usage_intensity_pc1
ID3281,106.56,115,24.916661092530035,25,25,0,4,35.5,36,20,50,63.5,2,1,3,Male,Sinhala,Buddhism,Currently married (registered),Passed Degree / Diploma,"Legislator, senior official, and manager",Government employee,17,178.75,1,1,1,0,1,0,0,0,1,0,1000,1,"Yes, I or a household member owns it.",Single House - Double Floor,SEC A,200000,Brick,NA,Smart meter,FALSE,FALSE,1.55884848804754
ID3282,176.36,157,42.651572851029385,25,25,0,4,26.5,26,8,46,114.5,2,2,2,Male,Sinhala,Buddhism,Currently married (registered),Passed post Graduate Degree / Diploma,Professional,Private sector employee,18,216,1,1,0,0,1,0,1,1,0,1,1000,1,"Yes, I or a household member owns it.",Single House - Double Floor,SEC A,100000,Cement Block,NA,Smart meter,FALSE,FALSE,0.7516523469309616
ID3283,129.12,114,38.85691701615042,25,25,0,4,29.75,29,13,48,118.5,2,2,2,Male,Sinhala,Buddhism,Currently married (registered),Passed Degree / Diploma,"Legislator, senior official, and manager",Government employee,14,242.5,1,1,0,0,0,0,0,0,0,0,1700,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC A,70000,Cement Block,NA,Non smart meter,FALSE,FALSE,0.5645982130919266
ID3284,414.28,375,115.93443549409008,25,25,0,4,27.25,27,10,45,165.5,2,1,3,Male,Sri Lankan Moor/Muslim,Islam,Currently married (customary),Passed G.C.E.(O/L),Service worker and shop and market sales worker,Own account worker,29,183.25,1,1,1,1,1,0,0,1,0,1,2000,1,"Yes, I or a household member owns it.",Single House - Double Floor,SEC C,150000,Cement Block,NA,Smart meter,FALSE,TRUE,2.373881606565921
ID3285,36.48,33,17.27261802198304,25,25,0,2,76.5,76.5,74,79,160,1,1,1,Male,Sinhala,Buddhism,Currently married (registered),Passed G.C.E.(O/L),Elementary occupation,Own account worker,7,194.5,1,1,0,0,1,0,0,0,0,0,1200,1,"Yes, I or a household member owns it.",Single House - Double Floor,SEC B,30000,Brick,NA,Smart meter,FALSE,FALSE,-0.8667524560409502
ID3286,66.12,57,37.90703540681246,25,25,0,6,40,40.5,4,75,117.33333333333331,2,3,3,Female,Sinhala,Buddhism,Currently married (registered),Passed G.C.E.(A/L) or equivalent,Service worker and shop and market sales worker,Private sector employee,11,181.65,1,1,0,0,1,0,0,0,0,0,1000,3,"No, I am living on rent and the rent is paid by me or a household member.",Single House - Double Floor,SEC B,125000,I am not aware of that,NA,Smart meter,FALSE,FALSE,0.30953649427956664
ID3287,114.36,113,17.51637329281759,25,25,0,4,29.25,30.5,11,45,100,1,1,3,Male,Sinhala,Buddhism,Currently married (registered),Passed G.C.E.(O/L),Plant and machine operator and assembler,Private sector employee,12,172.5,1,1,0,0,0,0,0,0,0,0,1550,1,"Yes, I or a household member owns it.",Single House - Double Floor,SEC C,70000,Cement Block,NA,Smart meter,FALSE,FALSE,-0.025030066172508976
ID3288,103.08,145,101.44617620525015,25,25,7,5,19,9,4,41,104.4,1,2,3,Male,Sri Lankan Moor/Muslim,Islam,Currently married (registered),Passed G.C.E.(A/L) or equivalent,Service worker and shop and market sales worker,Private sector employee,11,210.75,1,1,0,0,1,0,0,0,1,0,1500,1,"Yes, I or a household member owns it.",Single House - Double Floor,SEC B,70000,Cement Block,NA,Non smart meter,FALSE,FALSE,0.08291070712645829
ID3289,81,77,12.698425099200294,25,25,0,3,58,71,31,72,156.33333333333334,1,2,1,Female,Sinhala,Buddhism,Currently married (registered),Passed Grade 8,Service worker and shop and market sales worker,Private sector employee,10,192.5,1,1,0,0,0,0,0,0,0,0,680.62,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC E,100000,Cement Block,NA,Non smart meter,FALSE,FALSE,-0.11436737225146093
ID3290,67.24,77,24.145876114428596,25,25,0,4,23,23,7,39,124.25,1,3,1,Male,Sinhala,Buddhism,Currently married (customary),Passed G.C.E.(O/L),Technician and associate professional,Private sector employee,13,184,1,1,0,0,0,1,0,0,0,0,818.75,1,"No, I am living on rent and the rent is paid by me or a household member.",Single House - Double Floor,SEC C,60000,I am not aware of that,NA,Non smart meter,FALSE,FALSE,-0.30732719996480223
ID3291,80.84,80,41.6189860520412,25,25,0,4,52.75,59.5,27,65,115,1,2,2,Male,Sinhala,Buddhism,Currently married (registered),Passed Degree / Diploma,Professional,Government employee,22,329,1,1,0,0,1,0,0,0,0,0,1200,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC A,120000,Brick,NA,Smart meter,FALSE,FALSE,1.9602474153267329
ID3292,39.44,7,58.870677477558104,25,25,2,1,89,89,89,89,140,0,1,0,Male,Sinhala,Buddhism,Widowed,Passed G.C.E.(O/L),Professional,Government employee,13,214,1,1,1,0,1,0,0,0,0,0,1200,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC A,75000,Brick,NA,Smart meter,FALSE,FALSE,0.1778278849617582
ID3293,281.08,267,51.321632865683455,25,25,0,3,44.666666666666664,49,25,60,134.66666666666666,1,1,2,Male,Sinhala,Buddhism,Currently married (registered),Passed G.C.E.(A/L) or equivalent,Service worker and shop and market sales worker,Own account worker,9,215.5,1,1,0,0,1,0,0,0,0,0,800,1,"Yes, I or a household member owns it.",Single House - Double Floor,SEC B,100000,Cement Block,NA,Smart meter,FALSE,TRUE,-0.015982184428396495
ID3294,81.84,81,13.246634792781649,25,25,0,5,20,12,8,36,133.6,1,1,4,Male,Sinhala,Buddhism,Currently married (registered),Passed G.C.E.(A/L) or equivalent,Service worker and shop and market sales worker,Own account worker,5,177.5,1,1,0,0,0,0,0,0,0,0,250,1,"No, I am living on rent and the rent is paid by me or a household member.",Attached house / Annex,SEC C,60000,Cement Block,NA,Smart meter,FALSE,FALSE,-1.188463051126982
ID3295,84.04,86,29.69915823722955,25,25,0,2,64.5,64.5,64,65,45,0,1,1,Male,Sinhala,Buddhism,Currently married (registered),Passed G.C.E.(A/L) or equivalent,Clerk,Government employee,10,183.5,1,1,0,0,1,0,0,0,0,0,850,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC C,50000,Cement Block,NA,Smart meter,FALSE,FALSE,-0.6315352529406866
ID3296,114.44,113,11.221556635927715,25,25,0,3,47.333333333333336,56,25,61,125.33333333333331,1,2,1,Male,Sinhala,Buddhism,Currently married (registered),Passed G.C.E.(A/L) or equivalent,Professional,Government employee,17,205.5,1,1,0,0,1,0,0,0,0,0,3000,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC C,100000,Cement Block,NA,Smart meter,FALSE,FALSE,1.4710042943986785
ID3297,45.4,46,14.442414387259957,25,25,0,1,90,90,90,90,168,0,1,0,Male,Sinhala,Buddhism,Widowed,Passed Degree / Diploma,Technician and associate professional,Semi government employee,11,189.5,1,1,1,0,1,1,0,0,0,0,850,7,"Yes, I or a household member owns it.",Single House - More than 2 floors,SEC C,50000,Brick,NA,Smart meter,FALSE,FALSE,-0.5238778401883224
ID3298,135.68,138,15.192432326655268,25,25,0,4,25.75,26.5,8,42,93,2,2,2,Male,Sinhala,Buddhism,Currently married (registered),Passed G.C.E.(A/L) or equivalent,Clerk,Private sector employee,12,206.25,1,1,0,0,1,0,0,0,1,0,1800,1,"Yes, I or a household member owns it.",Single House - Double Floor,SEC B,70000,Cement Block,NA,Non smart meter,FALSE,FALSE,0.2620251007555982
ID3299,170.2,161,35.25029550703559,25,25,0,4,32.25,27.5,20,54,125.5,3,1,3,Female,Sinhala,Buddhism,Currently married (registered),Passed G.C.E.(A/L) or equivalent,No occupation,Employer,23,176.06,1,0,1,0,0,0,1,0,0,1,1000,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC A,120000,Brick,NA,Non smart meter,FALSE,FALSE,1.131969784487365
ID3300,20.92,24,7.957805392610871,25,25,0,1,65,65,65,65,84,1,1,0,Male,Sinhala,Buddhism,Currently married (registered),Passed Grade 10,Elementary occupation,Private sector employee,6,192.5,1,1,0,0,0,0,0,0,0,0,900,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC D,20000,Cement Block,NA,Non smart meter,FALSE,FALSE,-1.1888760038232722
ID3301,103.76,106,18.150482087261484,25,25,0,5,29.4,24,14,48,127.4,2,3,2,Male,Sinhala,Roman Catholicism,Currently married (registered),Passed Grade 10,Technician and associate professional,Employer,9,178.75,1,1,0,0,0,1,0,0,0,0,1400,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC B,100000,Brick,NA,Non smart meter,FALSE,FALSE,0.04262010661668403
ID3302,76.08,75,12.27436352728727,25,25,0,2,64,64,63,65,66,0,1,1,Male,Sinhala,Buddhism,Currently married (registered),Passed G.C.E.(O/L),Service worker and shop and market sales worker,Private sector employee,6,168.25,1,1,0,0,0,0,0,0,0,0,700,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC C,30000,Cement Block,NA,Non smart meter,FALSE,FALSE,-1.2955851905241167
ID3303,9.72,10,4.306197084822446,25,25,0,2,49.5,49.5,40,59,125.5,2,1,1,Female,Sinhala,Buddhism,Widowed,Passed Grade 2,Elementary occupation,Private sector employee,1,0,0,0,0,0,0,0,0,0,0,0,400,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC E,20000,Brick,NA,Non smart meter,FALSE,FALSE,-2.8098199866670046
ID3304,6.28,5,3.780652501002087,25,25,0,1,75,75,75,75,126,0,1,0,Male,Sinhala,Buddhism,Widowed,Passed Grade 4,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,200,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC E,5000,Wood / Takaran / Asbestos,NA,Smart meter,FALSE,FALSE,-3.0572506197861644
ID3305,89.04,86,19.342268050395056,25,25,0,3,39.333333333333336,49,16,53,116.66666666666669,1,2,1,Male,Sinhala,Buddhism,Currently married (registered),Passed G.C.E.(A/L) or equivalent,Service worker and shop and market sales worker,Employer,15,223.66,1,1,0,0,1,0,0,0,0,0,1000,1,"Yes, I or a household member owns it.",Single House - Double Floor,SEC B,60000,Cement Block,NA,Smart meter,FALSE,FALSE,0.13318577198492526
ID3306,84.48,83,10.540082226118226,25,25,0,3,37.333333333333336,42,20,50,98,1,1,2,Female,Sinhala,Buddhism,Currently married (registered),Passed Grade 10,Service worker and shop and market sales worker,Private sector employee,12,189.91,1,1,0,0,1,0,0,0,0,0,450,2,"No, I am living on rent and the rent is paid by me or a household member.",Single House - Double Floor,SEC C,30000,Cement Block,NA,Smart meter,FALSE,FALSE,-0.8327917838935037
ID3308,90.52,90,11.832582135780845,25,25,0,4,48.5,47.5,34,65,112.5,2,3,1,Male,Sinhala,Buddhism,Never married,Passed G.C.E.(O/L),Service worker and shop and market sales worker,Private sector employee,9,230.41,1,1,0,0,0,0,0,0,0,0,1200,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC C,55000,Cement Block,NA,Smart meter,FALSE,FALSE,-0.25290983101822645
ID3309,111.16,107,22.602875923209417,25,25,0,4,47.25,47.5,33,61,104.5,4,2,2,Male,Sinhala,Buddhism,Currently married (registered),Passed G.C.E.(O/L),Service worker and shop and market sales worker,Private sector employee,9,240.25,1,1,0,0,0,0,0,0,0,0,800,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC C,60000,Cement Block,NA,Smart meter,FALSE,FALSE,-0.31634786209160737
ID3310,65.08,65,4.855580981372535,25,25,0,2,83,83,81,85,168,0,1,1,Male,Sinhala,Roman Catholicism,Currently married (registered),Passed G.C.E.(A/L) or equivalent,NA,NA,9,173.5,1,0,0,0,1,0,0,0,0,0,1000,2,"Yes, I or a household member owns it.",Single House - Double Floor,SEC B,25000,Brick,NA,Non smart meter,FALSE,FALSE,-0.9673074265170949
ID3311,195.28,155,105.593371004055,25,25,0,2,79,79,73,85,163,0,1,1,Male,Sinhala,Roman Catholicism,Currently married (registered),Passed G.C.E.(O/L),NA,NA,17,191.88,1,1,1,0,1,0,0,0,0,0,3000,1,"Yes, I or a household member owns it.",Single House - Double Floor,SEC B,50000,Brick,NA,Smart meter,FALSE,FALSE,0.8570254660439389
ID3312,151.04,152,18.02655448683044,25,25,0,5,26.8,18,12,45,114,1,2,3,Male,Sinhala,Buddhism,Currently married (registered),Passed G.C.E.(O/L),Elementary occupation,Private sector employee,12,203.27,1,1,0,0,1,0,0,0,0,0,1000,2,"Yes, I or a household member owns it.",Single House - Double Floor,SEC C,150000,Cement Block,NA,Smart meter,FALSE,FALSE,0.7713443255865471
ID3313,60.36,59,7.11734969399893,25,25,0,4,39,38.5,24,55,95,2,2,2,Male,Sinhala,Buddhism,Currently married (registered),Passed Grade 12,Plant and machine operator and assembler,Private sector employee,17,251.36,1,1,0,0,1,0,0,0,0,0,1800,1,"Yes, I or a household member owns it.",Single House - Double Floor,SEC A,15000,Cement Block,NA,Smart meter,FALSE,FALSE,0.2860215990389078
ID3314,175.4,166,43.251204222156254,25,25,0,5,36.8,44,14,63,145.6,2,2,3,Female,Sinhala,Buddhism,Widowed,Passed Grade 10,NA,NA,8,221,1,0,0,0,1,0,0,0,0,0,850,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC C,120000,Cement Block,NA,Smart meter,FALSE,FALSE,0.17562648842583506
ID3315,150,145,42.50882261366456,25,25,0,3,51,63,25,65,150,0,2,1,Male,Sinhala,Buddhism,Currently married (registered),Passed GAQ (General Arts Qualifying (External) Examination)/GSQ (General Science Qualifying examination),NA,NA,15,264.12,1,1,0,0,1,0,0,0,0,0,1500,1,"Yes, I or a household member owns it.",Single House - Double Floor,SEC A,150000,I am not aware of that,NA,Non smart meter,FALSE,FALSE,1.5364724416386604
ID3316,61.36,61,12.43610335541912,25,25,0,2,76.5,76.5,75,78,150,0,1,1,Male,Sinhala,Buddhism,Currently married (registered),Passed Grade 12,NA,NA,21,262,1,1,0,1,1,0,0,0,0,1,1500,2,"No, I or any household member does not own or rent this household. We occupy this household without any payment of rent.",Single House - Double Floor,SEC A,45000,Brick,NA,Non smart meter,FALSE,FALSE,0.8421103638902276
ID3317,10.96,8,7.557997971244325,25,25,0,2,58,58,56,60,123,1,0,2,Female,Sinhala,Roman Catholicism,Divorced,Passed Grade 10,Elementary occupation,Private sector employee,3,14,0,0,0,0,0,0,0,0,0,0,750,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC E,20000,Brick,NA,Non smart meter,FALSE,FALSE,-2.43485669568885
ID3319,94.8,93,10.539607835841585,25,25,0,4,30.5,32,4,54,123.5,1,1,3,Female,Sinhala,Buddhism,Widowed,Passed G.C.E.(O/L),NA,NA,10,186.33,1,1,0,0,0,0,0,0,0,0,1500,1,"Yes, I or a household member owns it.",Single House - Double Floor,SEC C,40000,Brick,NA,Smart meter,FALSE,FALSE,-0.447992796379728
ID3320,105.56,108,14.88589936819405,25,25,0,3,52.666666666666664,63,28,67,135.33333333333334,0,1,2,Male,Sinhala,Roman Catholicism,Currently married (registered),Passed G.C.E.(A/L) or equivalent,NA,NA,8,199.5,1,1,0,0,0,0,0,0,0,0,1200,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC C,50000,Cement Block,NA,Smart meter,FALSE,FALSE,-0.5480204422786406
ID3321,130.96,125,19.978071311649018,25,25,0,4,33.75,34,15,52,124,1,3,1,Male,Sinhala,Roman Catholicism,Currently married (registered),Passed G.C.E.(O/L),Craft and related worker,Private sector employee,14,214.75,1,1,0,0,1,0,0,0,1,0,1000,1,"Yes, I or a household member owns it.",Single House - Double Floor,SEC C,60000,Cement Block,NA,Smart meter,FALSE,FALSE,0.009950774358805287
ID3322,51.6,48,29.55362357929509,25,25,0,1,27,27,27,27,154,1,0,1,Female,Sinhala,Roman Catholicism,Never married,Passed Degree / Diploma,"Legislator, senior official, and manager",Private sector employee,8,214.2,1,1,0,1,1,0,0,0,0,0,2400,1,"No, I am living on rent and the rent is paid by me or a household member.",Single House - Single Floor,SEC A,100000,I am not aware of that,NA,Smart meter,FALSE,FALSE,0.5823988031781808
ID3323,41.28,41,7.014983962918233,25,25,0,2,64,64,62,66,165.5,2,1,1,Male,Sinhala,Buddhism,Currently married (registered),Passed G.C.E.(A/L) or equivalent,Service worker and shop and market sales worker,Own account worker,10,191.81,1,0,0,0,1,0,0,0,0,0,1500,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC C,60000,Brick,NA,Smart meter,FALSE,FALSE,-0.20222996513544045
ID3324,102.6,100,17.28679650291902,25,25,0,3,56.666666666666664,51,48,71,129.33333333333334,2,1,2,Female,Sinhala,Buddhism,Currently married (registered),Passed Grade 12,Elementary occupation,Private sector employee,9,239.25,1,1,0,0,0,0,1,0,0,0,1000,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC C,40000,Cement Block,NA,Non smart meter,FALSE,FALSE,-0.4530188661016481
ID3325,78.36,74,12.776541002947551,25,25,0,5,23.2,16,10,39,138,1,2,3,Male,Sinhala,Buddhism,Currently married (registered),Passed G.C.E.(O/L),Service worker and shop and market sales worker,Private sector employee,10,179.25,1,1,0,0,1,0,1,0,0,0,1000,1,"Yes, I or a household member owns it.",Single House - Double Floor,SEC C,60000,Cement Block,NA,Non smart meter,FALSE,FALSE,-0.4822397790727098
ID3326,159.32,165,27.66875494126904,25,25,0,3,44,31,31,70,133.66666666666666,2,1,2,Male,Sinhala,Buddhism,Currently married (registered),Passed Degree / Diploma,Professional,Private sector employee,25,222,1,1,1,0,1,0,1,0,0,1,2500,1,"Yes, I or a household member owns it.",Single House - Double Floor,SEC A,80000,Cement Block,NA,Non smart meter,FALSE,FALSE,1.7344379297924792
ID3327,75.56,75,11.068272975792866,25,25,0,2,53.5,53.5,43,64,126,1,1,1,Male,Sinhala,Buddhism,Never married,Passed Grade 8,Elementary occupation,Government employee,8,196.75,1,1,0,0,0,0,0,0,0,0,250,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC D,23000,Wood / Takaran / Asbestos,NA,Non smart meter,FALSE,FALSE,-1.2591906979081346
ID3328,50.76,50,3.8974350539810154,25,25,0,2,29,29,28,30,96,2,1,1,Male,Sinhala,Buddhism,Currently married (registered),Passed G.C.E.(A/L) or equivalent,Service worker and shop and market sales worker,Private sector employee,9,195.75,1,1,0,1,0,0,0,0,1,0,400,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC C,30000,Cement Block,NA,Smart meter,FALSE,FALSE,-1.0494230550935437
ID3329,72.96,72,15.100993344810137,25,25,0,4,42.5,45.5,19,60,117,3,1,3,Male,Sinhala,Buddhism,Currently married (registered),Passed Grade 10,NA,NA,11,243.5,1,1,0,0,1,0,0,0,1,0,1050,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC C,70000,Cement Block,NA,Non smart meter,FALSE,FALSE,0.06672830895694579
ID3330,119.84,123,22.56597734053044,25,25,0,3,34.666666666666664,46,12,46,122.66666666666669,2,2,1,Male,Sinhala,Buddhism,Currently married (registered),Passed G.C.E.(O/L),Service worker and shop and market sales worker,Employer,25,291,1,1,0,0,1,0,0,0,0,0,800,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC B,60000,Cement Block,NA,Non smart meter,FALSE,FALSE,1.1639419737202972
ID3331,83.84,87,13.08523340767498,25,25,0,4,23,23,6,40,117,2,1,3,Male,Sinhala,Buddhism,Currently married (registered),Passed G.C.E.(O/L),Professional,Private sector employee,16,230.25,1,1,0,0,1,0,0,0,0,1,1000,1,"Yes, I or a household member owns it.",Single House - Double Floor,SEC B,100000,Cement Block,NA,Non smart meter,FALSE,FALSE,0.6768569726070178
ID3332,171.32,176,43.39423924900631,25,25,0,3,52.666666666666664,61,36,61,122.66666666666669,1,2,1,Male,Sinhala,Buddhism,Currently married (registered),Passed G.C.E.(A/L) or equivalent,Technician and associate professional,Own account worker,20,208,1,1,1,0,1,1,0,0,1,1,2000,1,"Yes, I or a household member owns it.",Single House - Double Floor,SEC B,100000,Brick,NA,Smart meter,FALSE,FALSE,1.2854539379377719
ID3333,59.68,58,9.538168936785858,25,25,0,5,30.2,19,14,50,99.2,2,1,4,Female,Sinhala,Buddhism,Currently married (registered),Passed Degree / Diploma,"Legislator, senior official, and manager",Government employee,9,178,1,1,0,0,0,0,0,0,0,0,1000,1,"Yes, I or a household member owns it.",Single House - Double Floor,SEC A,150000,Brick,NA,Non smart meter,FALSE,FALSE,0.4094548907548139
ID3334,82.8,82,10.041580220928044,25,25,0,4,40.25,39,27,56,113,2,2,2,Male,Sinhala,Buddhism,Currently married (registered),Passed G.C.E.(A/L) or equivalent,Elementary occupation,Own account worker,10,202.5,1,1,0,0,0,0,0,0,0,0,400,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC C,50000,Cement Block,NA,Non smart meter,FALSE,FALSE,-0.7213230779191816
