household_ID,appliance_ID,appliance_type,no_of_hours_used_during_last_week
ID0705,O8_1,Electric Blender,0.0
ID0705,O12_1,Rice cooker,0.0
ID0705,O26_1,Electric Iron including electric steam iron,0.33
ID0705,O31_1,TV,0.0
ID0705,O45_1,Mobile phone - Smart phones,
ID0705,O45_2,Mobile phone - Smart phones,
ID0706,O1_1,Refrigerator,56.0
ID0706,O8_1,Electric Blender,3.05
ID0706,O12_1,Rice cooker,0.0
ID0706,O24_1,Washing Machine,2.033
ID0706,O26_1,Electric Iron including electric steam iron,0.33
ID0706,O45_1,Mobile phone - Smart phones,
ID0707,O1_1,Refrigerator,168.0
ID0707,O8_1,Electric Blender,0.12
ID0707,O12_1,Rice cooker,0.0
ID0707,O24_1,Washing Machine,1.0
ID0707,O31_1,TV,21.0
ID0707,O33_1,Dialog TV / Peo TV / Satellite TV box,
ID0707,O45_1,Mobile phone - Smart phones,
ID0708,O1_1,Refrigerator,168.0
ID0708,O5_1,Electric Oven,0.0
ID0708,O8_1,Electric Blender,0.25
ID0708,O9_1,Electric grinder,0.0
ID0708,O12_1,Rice cooker,0.0
ID0708,O13_1,Electric Kettle,0.0
ID0708,O14_1,Electric water heater to heat water for drinking purposes,0.0
ID0708,O24_1,Washing Machine,1.0
ID0708,O26_1,Electric Iron including electric steam iron,0.25
ID0708,O31_1,TV,21.0
ID0708,O33_1,Dialog TV / Peo TV / Satellite TV box,
ID0708,O35_1,Bluetooth Speakers,
ID0708,O36_1,DVD / VCD,
ID0708,O43_1,Laptops,7.0
ID0708,O44_1,Routers,
ID0708,O45_1,Mobile phone - Smart phones,
ID0708,O45_2,Mobile phone - Smart phones,
ID0708,O45_3,Mobile phone - Smart phones,
ID0708,O48_1,Fixed phones,
ID0709,O1_1,Refrigerator,168.0
ID0709,O8_1,Electric Blender,0.0
ID0709,O12_1,Rice cooker,4.0
ID0709,O13_1,Electric Kettle,0.25
ID0709,O15_1,Toaster / Sandwich toaster,0.0
ID0709,O18_1,Air fryer,0.0
ID0709,O24_1,Washing Machine,1.0
ID0709,O26_1,Electric Iron including electric steam iron,0.26
ID0709,O31_1,TV,28.0
ID0709,O32_1,TV antenna,0.0
ID0709,O34_1,Radio,
ID0709,O42_1,Computers,70.0
ID0709,O42_2,Computers,
ID0709,O44_1,Routers,
ID0709,O45_1,Mobile phone - Smart phones,
ID0709,O45_2,Mobile phone - Smart phones,
ID0709,O45_3,Mobile phone - Smart phones,
ID0709,O48_1,Fixed phones,
ID0709,O58_1,Roller door,
ID0709,O69_1,Geyser / Hot water systems for bathrooms which operate from electricity,
ID0710,O1_1,Refrigerator,168.0
ID0710,O5_1,Electric Oven,0.0
ID0710,O8_1,Electric Blender,0.22
ID0710,O13_1,Electric Kettle,0.25
ID0710,O15_1,Toaster / Sandwich toaster,0.0
ID0710,O24_1,Washing Machine,4.0
ID0710,O26_1,Electric Iron including electric steam iron,1.0
ID0710,O31_1,TV,2.0
ID0710,O33_1,Dialog TV / Peo TV / Satellite TV box,0.0
ID0710,O35_1,Bluetooth Speakers,
ID0710,O36_1,DVD / VCD,
ID0710,O43_1,Laptops,7.0
ID0710,O43_2,Laptops,2.0
ID0710,O44_1,Routers,2.0
ID0710,O45_1,Mobile phone - Smart phones,
ID0710,O45_2,Mobile phone - Smart phones,
ID0710,O46_1,Mobile phone - Feature phones,
ID0710,O49_1,Power banks,
ID0711,O1_1,Refrigerator,168.0
ID0711,O8_1,Electric Blender,0.25
ID0711,O12_1,Rice cooker,2.31
ID0711,O14_1,Electric water heater to heat water for drinking purposes,1.5
ID0711,O24_1,Washing Machine,1.0
ID0711,O31_1,TV,84.0
ID0711,O32_1,TV antenna,0.0
ID0711,O34_1,Radio,
ID0711,O45_1,Mobile phone - Smart phones,
ID0711,O48_1,Fixed phones,
ID0711,O55_1,Hair iron / hair curlers,
ID0712,O1_1,Refrigerator,18.0
ID0712,O8_1,Electric Blender,0.25
ID0712,O26_1,Electric Iron including electric steam iron,1.0
ID0712,O31_1,TV,10.05
ID0712,O32_1,TV antenna,
ID0712,O34_1,Radio,
ID0712,O46_1,Mobile phone - Feature phones,
ID0712,O62_1,Electric Bell,
ID0712,O66_1,Electric Water pump,
ID0712,O67_1,Electric Sewing machine,
ID0713,O1_1,Refrigerator,168.0
ID0713,O2_1,Separate Freezer,168.0
ID0713,O5_1,Electric Oven,0.0
ID0713,O7_1,Electrical exhaust fan fitted above the oven or the hot plate,0.0
ID0713,O8_1,Electric Blender,0.25
ID0713,O12_1,Rice cooker,9.0
ID0713,O13_1,Electric Kettle,1.0
ID0713,O15_1,Toaster / Sandwich toaster,0.0
ID0713,O24_1,Washing Machine,0.0
ID0713,O25_1,Clothes dryer,0.0
ID0713,O26_1,Electric Iron including electric steam iron,0.25
ID0713,O27_1,Electric Vacuum Cleaner,1.0
ID0713,O31_1,TV,3.3
ID0713,O33_1,Dialog TV / Peo TV / Satellite TV box,
ID0713,O43_1,Laptops,7.0
ID0713,O45_1,Mobile phone - Smart phones,
ID0713,O45_2,Mobile phone - Smart phones,
ID0713,O45_3,Mobile phone - Smart phones,
ID0713,O45_4,Mobile phone - Smart phones,
ID0713,O58_1,Roller door,
ID0713,O59_1,CCTV camera systems,
ID0713,O62_1,Electric Bell,
ID0713,O66_1,Electric Water pump,
ID0713,O67_1,Electric Sewing machine,
ID0713,O73_1,Electric heater (to control room temperature),3.0
ID0713,O75_1,Toys with re-chargeable batteries,
ID0714,O1_1,Refrigerator,168.0
ID0714,O8_1,Electric Blender,0.5
ID0714,O12_1,Rice cooker,4.62
ID0714,O13_1,Electric Kettle,0.25
ID0714,O15_1,Toaster / Sandwich toaster,0.0
ID0714,O26_1,Electric Iron including electric steam iron,1.75
ID0714,O31_1,TV,56.0
ID0714,O32_1,TV antenna,
ID0714,O43_1,Laptops,0.0
ID0714,O45_1,Mobile phone - Smart phones,1.0
ID0714,O45_2,Mobile phone - Smart phones,1.0
ID0714,O47_1,Mobile phone - Basic phones,
ID0714,O47_2,Mobile phone - Basic phones,
ID0715,O1_1,Refrigerator,84.0
ID0715,O26_1,Electric Iron including electric steam iron,1.0
ID0715,O31_1,TV,28.0
ID0715,O32_1,TV antenna,
ID0715,O45_1,Mobile phone - Smart phones,
ID0715,O72_1,Emergency Light / re-chargeable torches,
ID0716,O1_1,Refrigerator,168.0
ID0716,O8_1,Electric Blender,0.5
ID0716,O12_1,Rice cooker,0.0
ID0716,O26_1,Electric Iron including electric steam iron,1.0
ID0716,O31_1,TV,35.0
ID0716,O33_1,Dialog TV / Peo TV / Satellite TV box,
ID0716,O45_1,Mobile phone - Smart phones,3.5
ID0716,O47_1,Mobile phone - Basic phones,
ID0716,O48_1,Fixed phones,
ID0717,O1_1,Refrigerator,100.0
ID0717,O8_1,Electric Blender,1.0
ID0717,O13_1,Electric Kettle,2.0
ID0717,O26_1,Electric Iron including electric steam iron,0.5
ID0717,O31_1,TV,84.0
ID0717,O32_1,TV antenna,
ID0717,O45_1,Mobile phone - Smart phones,3.5
ID0717,O47_1,Mobile phone - Basic phones,
ID0717,O66_1,Electric Water pump,
ID0718,O45_1,Mobile phone - Smart phones,7.0
ID0718,O47_1,Mobile phone - Basic phones,
ID0719,O1_1,Refrigerator,168.0
ID0719,O8_1,Electric Blender,1.5
ID0719,O12_1,Rice cooker,0.0
ID0719,O13_1,Electric Kettle,0.0
ID0719,O24_1,Washing Machine,3.0
ID0719,O26_1,Electric Iron including electric steam iron,2.0
ID0719,O45_1,Mobile phone - Smart phones,7.0
ID0719,O45_2,Mobile phone - Smart phones,
ID0719,O45_3,Mobile phone - Smart phones,
ID0719,O45_4,Mobile phone - Smart phones,
ID0719,O45_5,Mobile phone - Smart phones,
ID0719,O47_1,Mobile phone - Basic phones,
ID0720,O1_1,Refrigerator,112.0
ID0720,O12_1,Rice cooker,1.5
ID0720,O13_1,Electric Kettle,0.0
ID0720,O24_1,Washing Machine,1.0
ID0720,O26_1,Electric Iron including electric steam iron,1.0
ID0720,O45_1,Mobile phone - Smart phones,3.5
ID0720,O45_2,Mobile phone - Smart phones,
ID0720,O47_1,Mobile phone - Basic phones,
ID0721,O1_1,Refrigerator,168.0
ID0721,O8_1,Electric Blender,1.0
ID0721,O24_1,Washing Machine,4.0
ID0721,O45_1,Mobile phone - Smart phones,
ID0721,O45_2,Mobile phone - Smart phones,
ID0721,O45_3,Mobile phone - Smart phones,
ID0722,O14_1,Electric water heater to heat water for drinking purposes,0.5
ID0722,O24_1,Washing Machine,0.5
ID0722,O26_1,Electric Iron including electric steam iron,1.0
ID0722,O45_1,Mobile phone - Smart phones,2.0
ID0722,O45_2,Mobile phone - Smart phones,
ID0722,O47_1,Mobile phone - Basic phones,
ID0723,O1_1,Refrigerator,168.0
ID0723,O5_1,Electric Oven,0.0
ID0723,O8_1,Electric Blender,0.25
ID0723,O9_1,Electric grinder,0.0
ID0723,O10_1,Electric mixer / beater,0.0
ID0723,O12_1,Rice cooker,3.5
ID0723,O26_1,Electric Iron including electric steam iron,1.5
ID0723,O31_1,TV,21.0
ID0723,O33_1,Dialog TV / Peo TV / Satellite TV box,
ID0723,O34_1,Radio,2.0
ID0723,O36_1,DVD / VCD,
ID0723,O42_1,Computers,
ID0723,O45_1,Mobile phone - Smart phones,
ID0723,O45_2,Mobile phone - Smart phones,
ID0723,O45_3,Mobile phone - Smart phones,
ID0723,O45_4,Mobile phone - Smart phones,
ID0723,O68_1,Oxygen filter for fish tank,
ID0723,O72_1,Emergency Light / re-chargeable torches,
ID0724,O8_1,Electric Blender,0.0
ID0724,O26_1,Electric Iron including electric steam iron,0.25
ID0724,O34_1,Radio,
ID0724,O45_1,Mobile phone - Smart phones,
ID0724,O45_2,Mobile phone - Smart phones,
ID0725,O1_1,Refrigerator,84.0
ID0725,O26_1,Electric Iron including electric steam iron,1.0
ID0725,O31_1,TV,55.0
ID0725,O33_1,Dialog TV / Peo TV / Satellite TV box,
ID0725,O34_1,Radio,
ID0725,O46_1,Mobile phone - Feature phones,
ID0725,O46_2,Mobile phone - Feature phones,
ID0726,O1_1,Refrigerator,168.0
ID0726,O8_1,Electric Blender,0.25
ID0726,O12_1,Rice cooker,2.31
ID0726,O24_1,Washing Machine,2.0
ID0726,O26_1,Electric Iron including electric steam iron,2.0
ID0726,O31_1,TV,21.0
ID0726,O33_1,Dialog TV / Peo TV / Satellite TV box,
ID0726,O34_1,Radio,0.0
ID0726,O36_1,DVD / VCD,0.0
ID0726,O38_1,Sound systems (Subwoofer)/Stereo,
ID0726,O45_1,Mobile phone - Smart phones,
ID0726,O45_2,Mobile phone - Smart phones,
ID0726,O45_3,Mobile phone - Smart phones,
ID0726,O62_1,Electric Bell,
ID0726,O68_1,Oxygen filter for fish tank,
ID0727,O8_1,Electric Blender,0.0
ID0727,O12_1,Rice cooker,1.0
ID0727,O26_1,Electric Iron including electric steam iron,1.0
ID0727,O42_1,Computers,
ID0727,O45_1,Mobile phone - Smart phones,
ID0727,O45_2,Mobile phone - Smart phones,
ID0728,O1_1,Refrigerator,100.0
ID0728,O12_1,Rice cooker,2.0
ID0728,O24_1,Washing Machine,1.0
ID0728,O26_1,Electric Iron including electric steam iron,1.0
ID0728,O31_1,TV,70.0
ID0728,O33_1,Dialog TV / Peo TV / Satellite TV box,
ID0728,O45_1,Mobile phone - Smart phones,
ID0728,O45_2,Mobile phone - Smart phones,
ID0729,O1_1,Refrigerator,168.0
ID0729,O12_1,Rice cooker,4.0
ID0729,O13_1,Electric Kettle,3.0
ID0729,O26_1,Electric Iron including electric steam iron,2.0
ID0729,O31_1,TV,21.0
ID0729,O47_1,Mobile phone - Basic phones,
ID0729,O47_2,Mobile phone - Basic phones,
ID0731,O13_1,Electric Kettle,1.5
ID0731,O24_1,Washing Machine,1.5
ID0731,O26_1,Electric Iron including electric steam iron,1.0
ID0731,O31_1,TV,35.0
ID0731,O33_1,Dialog TV / Peo TV / Satellite TV box,
ID0731,O45_1,Mobile phone - Smart phones,3.5
ID0731,O47_1,Mobile phone - Basic phones,
ID0731,O47_2,Mobile phone - Basic phones,
ID0732,O1_1,Refrigerator,168.0
ID0732,O1_2,Refrigerator,168.0
ID0732,O4_1,Microwave,0.0
ID0732,O8_1,Electric Blender,0.25
ID0732,O12_1,Rice cooker,7.0
ID0732,O14_1,Electric water heater to heat water for drinking purposes,0.25
ID0732,O24_1,Washing Machine,1.0
ID0732,O26_1,Electric Iron including electric steam iron,1.0
ID0732,O31_1,TV,28.0
ID0732,O31_2,TV,42.0
ID0732,O34_1,Radio,
ID0732,O34_2,Radio,
ID0732,O42_1,Computers,
ID0732,O45_1,Mobile phone - Smart phones,2.0
ID0732,O45_2,Mobile phone - Smart phones,
ID0732,O45_3,Mobile phone - Smart phones,
ID0732,O47_1,Mobile phone - Basic phones,
ID0733,O1_1,Refrigerator,168.0
ID0733,O4_1,Microwave,1.5
ID0733,O5_1,Electric Oven,0.0
ID0733,O6_1,"Electric cook tops (induction cookers, Infra-red cookers, hot plates)",7.0
ID0733,O8_1,Electric Blender,0.58
ID0733,O9_1,Electric grinder,0.0
ID0733,O10_1,Electric mixer / beater,0.0
ID0733,O12_1,Rice cooker,3.5
ID0733,O13_1,Electric Kettle,1.5
ID0733,O15_1,Toaster / Sandwich toaster,0.0
ID0733,O16_1,Waffle maker,0.0
ID0733,O24_1,Washing Machine,3.5
ID0733,O26_1,Electric Iron including electric steam iron,7.0
ID0733,O28_1,Electric floor polisher,0.0
ID0733,O29_1,Electric water gun (used to wash cars etc.),1.0
ID0733,O31_1,TV,84.0
ID0733,O31_2,TV,7.0
ID0733,O31_3,TV,14.0
ID0733,O33_1,Dialog TV / Peo TV / Satellite TV box,0.0
ID0733,O34_1,Radio,
ID0733,O35_1,Bluetooth Speakers,
ID0733,O39_1,Camera (that needs to be charged using electricity),0.0
ID0733,O40_1,Home theater system,14.0
ID0733,O41_1,"Electric musical Instruments (ex.: electric organ, electric guitar etc.)",12.0
ID0733,O42_1,Computers,70.0
ID0733,O43_1,Laptops,7.0
ID0733,O44_1,Routers,1.0
ID0733,O45_1,Mobile phone - Smart phones,
ID0733,O45_2,Mobile phone - Smart phones,
ID0733,O45_3,Mobile phone - Smart phones,
ID0733,O45_4,Mobile phone - Smart phones,
ID0733,O45_5,Mobile phone - Smart phones,
ID0733,O46_1,Mobile phone - Feature phones,14.0
ID0733,O48_1,Fixed phones,0.25
ID0733,O49_1,Power banks,0.0
ID0733,O50_1,Printer,
ID0733,O51_1,Scanner,
ID0733,O54_1,Hair dryer,
ID0733,O55_1,Hair iron / hair curlers,
ID0733,O62_1,Electric Bell,
ID0733,O68_1,Oxygen filter for fish tank,
ID0733,O68_2,Oxygen filter for fish tank,
ID0733,O69_1,Geyser / Hot water systems for bathrooms which operate from electricity,
ID0733,O72_1,Emergency Light / re-chargeable torches,
ID0733,O75_1,Toys with re-chargeable batteries,
ID0734,O1_1,Refrigerator,168.0
ID0734,O8_1,Electric Blender,0.0
ID0734,O12_1,Rice cooker,2.31
ID0734,O13_1,Electric Kettle,0.33
ID0734,O15_1,Toaster / Sandwich toaster,0.0
ID0734,O24_1,Washing Machine,0.0
ID0734,O31_1,TV,28.0
ID0734,O33_1,Dialog TV / Peo TV / Satellite TV box,
ID0734,O34_1,Radio,0.0
ID0734,O36_1,DVD / VCD,
ID0734,O43_1,Laptops,3.3
ID0734,O44_1,Routers,
ID0734,O45_1,Mobile phone - Smart phones,1.0
ID0734,O45_2,Mobile phone - Smart phones,
ID0734,O47_1,Mobile phone - Basic phones,
ID0734,O62_1,Electric Bell,
ID0735,O34_1,Radio,
ID0735,O47_1,Mobile phone - Basic phones,
ID0736,O1_1,Refrigerator,168.0
ID0736,O5_1,Electric Oven,1.0
ID0736,O6_1,"Electric cook tops (induction cookers, Infra-red cookers, hot plates)",3.5
ID0736,O8_1,Electric Blender,1.75
ID0736,O9_1,Electric grinder,1.75
ID0736,O10_1,Electric mixer / beater,1.0
ID0736,O12_1,Rice cooker,5.25
ID0736,O13_1,Electric Kettle,2.31
ID0736,O15_1,Toaster / Sandwich toaster,0.5
ID0736,O18_1,Air fryer,0.0
ID0736,O24_1,Washing Machine,2.0
ID0736,O26_1,Electric Iron including electric steam iron,1.0
ID0736,O29_1,Electric water gun (used to wash cars etc.),0.5
ID0736,O31_1,TV,42.0
ID0736,O33_1,Dialog TV / Peo TV / Satellite TV box,
ID0736,O43_1,Laptops,6.5
ID0736,O44_1,Routers,
ID0736,O45_1,Mobile phone - Smart phones,
ID0736,O45_2,Mobile phone - Smart phones,
ID0736,O45_3,Mobile phone - Smart phones,
ID0736,O45_4,Mobile phone - Smart phones,
ID0736,O48_1,Fixed phones,0.5
ID0736,O49_1,Power banks,
ID0736,O50_1,Printer,
ID0736,O54_1,Hair dryer,
ID0736,O57_1,Electric Exercise Machines,
ID0736,O69_1,Geyser / Hot water systems for bathrooms which operate from electricity,
ID0736,O69_2,Geyser / Hot water systems for bathrooms which operate from electricity,
ID0737,O1_1,Refrigerator,0.0
ID0737,O31_1,TV,0.0
ID0737,O32_1,TV antenna,
ID0737,O45_1,Mobile phone - Smart phones,
ID0738,O1_1,Refrigerator,168.0
ID0738,O5_1,Electric Oven,0.0
ID0738,O8_1,Electric Blender,0.2
ID0738,O12_1,Rice cooker,1.5
ID0738,O13_1,Electric Kettle,0.0
ID0738,O15_1,Toaster / Sandwich toaster,0.0
ID0738,O24_1,Washing Machine,6.0
ID0738,O26_1,Electric Iron including electric steam iron,0.25
ID0738,O31_1,TV,45.0
ID0738,O33_1,Dialog TV / Peo TV / Satellite TV box,
ID0738,O45_1,Mobile phone - Smart phones,
ID0738,O45_2,Mobile phone - Smart phones,
ID0738,O45_3,Mobile phone - Smart phones,
ID0739,O8_1,Electric Blender,0.5
ID0739,O12_1,Rice cooker,2.0
ID0739,O26_1,Electric Iron including electric steam iron,0.25
ID0739,O31_1,TV,7.0
ID0739,O33_1,Dialog TV / Peo TV / Satellite TV box,
ID0739,O38_1,Sound systems (Subwoofer)/Stereo,
ID0739,O45_1,Mobile phone - Smart phones,5.0
ID0739,O45_2,Mobile phone - Smart phones,
ID0739,O45_3,Mobile phone - Smart phones,
ID0739,O47_1,Mobile phone - Basic phones,
ID0740,O1_1,Refrigerator,168.0
ID0740,O9_1,Electric grinder,0.25
ID0740,O15_1,Toaster / Sandwich toaster,0.0
ID0740,O24_1,Washing Machine,0.33
ID0740,O26_1,Electric Iron including electric steam iron,0.25
ID0740,O31_1,TV,14.0
ID0740,O32_1,TV antenna,
ID0740,O34_1,Radio,
ID0740,O35_1,Bluetooth Speakers,
ID0740,O45_1,Mobile phone - Smart phones,5.0
ID0740,O45_2,Mobile phone - Smart phones,
ID0740,O47_1,Mobile phone - Basic phones,
ID0741,O1_1,Refrigerator,168.0
ID0741,O5_1,Electric Oven,0.0
ID0741,O8_1,Electric Blender,0.25
ID0741,O12_1,Rice cooker,2.0
ID0741,O13_1,Electric Kettle,1.0
ID0741,O24_1,Washing Machine,5.0
ID0741,O25_1,Clothes dryer,5.0
ID0741,O31_1,TV,75.0
ID0741,O33_1,Dialog TV / Peo TV / Satellite TV box,
ID0741,O35_1,Bluetooth Speakers,0.0
ID0741,O36_1,DVD / VCD,
ID0741,O37_1,Gaming console/PlayStation,
ID0741,O45_1,Mobile phone - Smart phones,
ID0741,O45_2,Mobile phone - Smart phones,
ID0741,O46_1,Mobile phone - Feature phones,14.0
ID0741,O48_1,Fixed phones,
ID0741,O61_1,Other Electric Security Systems,
ID0742,O1_1,Refrigerator,168.0
ID0742,O5_1,Electric Oven,0.0
ID0742,O26_1,Electric Iron including electric steam iron,0.25
ID0742,O34_1,Radio,
ID0742,O45_1,Mobile phone - Smart phones,
ID0742,O46_1,Mobile phone - Feature phones,
ID0743,O1_1,Refrigerator,168.0
ID0743,O6_1,"Electric cook tops (induction cookers, Infra-red cookers, hot plates)",0.0
ID0743,O8_1,Electric Blender,0.0
ID0743,O12_1,Rice cooker,0.99
ID0743,O26_1,Electric Iron including electric steam iron,1.0
ID0743,O31_1,TV,28.0
ID0743,O33_1,Dialog TV / Peo TV / Satellite TV box,
ID0743,O36_1,DVD / VCD,
ID0743,O45_1,Mobile phone - Smart phones,
ID0743,O68_1,Oxygen filter for fish tank,
ID0744,O1_1,Refrigerator,168.0
ID0744,O5_1,Electric Oven,0.0
ID0744,O8_1,Electric Blender,0.5
ID0744,O10_1,Electric mixer / beater,0.0
ID0744,O12_1,Rice cooker,0.5
ID0744,O13_1,Electric Kettle,0.5
ID0744,O15_1,Toaster / Sandwich toaster,0.0
ID0744,O18_1,Air fryer,0.0
ID0744,O24_1,Washing Machine,2.5
ID0744,O26_1,Electric Iron including electric steam iron,0.25
ID0744,O31_1,TV,0.0
ID0744,O33_1,Dialog TV / Peo TV / Satellite TV box,0.0
ID0744,O35_1,Bluetooth Speakers,
ID0744,O45_1,Mobile phone - Smart phones,2.0
ID0744,O45_2,Mobile phone - Smart phones,
ID0744,O47_1,Mobile phone - Basic phones,
ID0744,O54_1,Hair dryer,
ID0744,O62_1,Electric Bell,
ID0744,O69_1,Geyser / Hot water systems for bathrooms which operate from electricity,
ID0745,O1_1,Refrigerator,168.0
ID0745,O8_1,Electric Blender,8.0
ID0745,O12_1,Rice cooker,8.0
ID0745,O24_1,Washing Machine,6.0
ID0745,O26_1,Electric Iron including electric steam iron,2.0
ID0745,O31_1,TV,21.0
ID0745,O34_1,Radio,
ID0745,O47_1,Mobile phone - Basic phones,
ID0745,O48_1,Fixed phones,
ID0746,O1_1,Refrigerator,168.0
ID0746,O8_1,Electric Blender,0.25
ID0746,O12_1,Rice cooker,3.5
ID0746,O24_1,Washing Machine,3.0
ID0746,O26_1,Electric Iron including electric steam iron,4.0
ID0746,O31_1,TV,21.0
ID0746,O33_1,Dialog TV / Peo TV / Satellite TV box,
ID0746,O34_1,Radio,
ID0746,O45_1,Mobile phone - Smart phones,7.0
ID0746,O47_1,Mobile phone - Basic phones,
ID0746,O76_1,Other1,
ID0746,O76_2,Other1,
ID0746,O76_3,Other1,
ID0747,O1_1,Refrigerator,168.0
ID0747,O5_1,Electric Oven,0.0
ID0747,O7_1,Electrical exhaust fan fitted above the oven or the hot plate,3.0
ID0747,O8_1,Electric Blender,1.2
ID0747,O10_1,Electric mixer / beater,1.0
ID0747,O12_1,Rice cooker,3.0
ID0747,O13_1,Electric Kettle,0.0
ID0747,O15_1,Toaster / Sandwich toaster,1.0
ID0747,O24_1,Washing Machine,4.0
ID0747,O26_1,Electric Iron including electric steam iron,1.5
ID0747,O27_1,Electric Vacuum Cleaner,1.0
ID0747,O31_1,TV,14.0
ID0747,O33_1,Dialog TV / Peo TV / Satellite TV box,
ID0747,O42_1,Computers,70.0
ID0747,O44_1,Routers,7.0
ID0747,O45_1,Mobile phone - Smart phones,
ID0747,O46_1,Mobile phone - Feature phones,
ID0747,O67_1,Electric Sewing machine,
ID0748,O1_1,Refrigerator,168.0
ID0748,O8_1,Electric Blender,0.0
ID0748,O12_1,Rice cooker,2.31
ID0748,O14_1,Electric water heater to heat water for drinking purposes,0.33
ID0748,O15_1,Toaster / Sandwich toaster,0.0
ID0748,O24_1,Washing Machine,1.32
ID0748,O26_1,Electric Iron including electric steam iron,1.0
ID0748,O31_1,TV,21.0
ID0748,O32_1,TV antenna,
ID0748,O41_1,"Electric musical Instruments (ex.: electric organ, electric guitar etc.)",12.0
ID0748,O43_1,Laptops,14.0
ID0748,O44_1,Routers,
ID0748,O45_1,Mobile phone - Smart phones,3.5
ID0748,O47_1,Mobile phone - Basic phones,
ID0748,O47_2,Mobile phone - Basic phones,
ID0748,O59_1,CCTV camera systems,
ID0748,O59_2,CCTV camera systems,
ID0748,O59_3,CCTV camera systems,
ID0749,O1_1,Refrigerator,24.0
ID0749,O8_1,Electric Blender,0.25
ID0749,O24_1,Washing Machine,0.0
ID0749,O31_1,TV,48.0
ID0749,O33_1,Dialog TV / Peo TV / Satellite TV box,
ID0749,O45_1,Mobile phone - Smart phones,4.0
ID0749,O45_2,Mobile phone - Smart phones,
ID0749,O47_1,Mobile phone - Basic phones,
ID0750,O1_1,Refrigerator,168.0
ID0750,O8_1,Electric Blender,0.0
ID0750,O12_1,Rice cooker,3.5
ID0750,O24_1,Washing Machine,2.0
ID0750,O26_1,Electric Iron including electric steam iron,1.0
ID0750,O31_1,TV,14.0
ID0750,O32_1,TV antenna,
ID0750,O33_1,Dialog TV / Peo TV / Satellite TV box,
ID0750,O43_1,Laptops,3.5
ID0750,O45_1,Mobile phone - Smart phones,
ID0750,O45_2,Mobile phone - Smart phones,
ID0750,O45_3,Mobile phone - Smart phones,
ID0750,O48_1,Fixed phones,
ID0751,O1_1,Refrigerator,168.0
ID0751,O1_2,Refrigerator,0.0
ID0751,O5_1,Electric Oven,0.0
ID0751,O6_1,"Electric cook tops (induction cookers, Infra-red cookers, hot plates)",0.0
ID0751,O8_1,Electric Blender,0.33
ID0751,O12_1,Rice cooker,2.31
ID0751,O13_1,Electric Kettle,1.25
ID0751,O15_1,Toaster / Sandwich toaster,0.0
ID0751,O24_1,Washing Machine,1.5
ID0751,O26_1,Electric Iron including electric steam iron,1.0
ID0751,O31_1,TV,14.0
ID0751,O33_1,Dialog TV / Peo TV / Satellite TV box,
ID0751,O35_1,Bluetooth Speakers,
ID0751,O43_1,Laptops,5.25
ID0751,O44_1,Routers,
ID0751,O45_1,Mobile phone - Smart phones,
ID0751,O45_2,Mobile phone - Smart phones,
ID0751,O45_3,Mobile phone - Smart phones,
ID0751,O49_1,Power banks,
ID0751,O67_1,Electric Sewing machine,3.5
ID0751,O69_1,Geyser / Hot water systems for bathrooms which operate from electricity,
ID0752,O1_1,Refrigerator,168.0
ID0752,O26_1,Electric Iron including electric steam iron,1.0
ID0752,O31_1,TV,63.0
ID0752,O34_1,Radio,
ID0752,O45_1,Mobile phone - Smart phones,2.0
ID0752,O45_2,Mobile phone - Smart phones,
ID0752,O47_1,Mobile phone - Basic phones,
ID0753,O1_1,Refrigerator,168.0
ID0753,O4_1,Microwave,0.0
ID0753,O8_1,Electric Blender,1.75
ID0753,O24_1,Washing Machine,14.0
ID0753,O26_1,Electric Iron including electric steam iron,1.0
ID0753,O34_1,Radio,
ID0753,O43_1,Laptops,14.0
ID0753,O45_1,Mobile phone - Smart phones,
ID0753,O46_1,Mobile phone - Feature phones,1.0
ID0753,O46_2,Mobile phone - Feature phones,
ID0753,O48_1,Fixed phones,
ID0753,O67_1,Electric Sewing machine,
ID0753,O72_1,Emergency Light / re-chargeable torches,
ID0754,O1_1,Refrigerator,168.0
ID0754,O8_1,Electric Blender,0.25
ID0754,O9_1,Electric grinder,0.0
ID0754,O13_1,Electric Kettle,1.0
ID0754,O26_1,Electric Iron including electric steam iron,0.66
ID0754,O33_1,Dialog TV / Peo TV / Satellite TV box,
ID0754,O47_1,Mobile phone - Basic phones,
ID0754,O47_2,Mobile phone - Basic phones,
ID0755,O1_1,Refrigerator,168.0
ID0755,O8_1,Electric Blender,0.25
ID0755,O26_1,Electric Iron including electric steam iron,0.5
ID0755,O45_1,Mobile phone - Smart phones,
ID0755,O45_2,Mobile phone - Smart phones,
ID0756,O1_1,Refrigerator,168.0
ID0756,O8_1,Electric Blender,0.15
ID0756,O12_1,Rice cooker,0.75
ID0756,O13_1,Electric Kettle,0.5
ID0756,O15_1,Toaster / Sandwich toaster,0.0
ID0756,O24_1,Washing Machine,2.0
ID0756,O26_1,Electric Iron including electric steam iron,1.0
ID0756,O33_1,Dialog TV / Peo TV / Satellite TV box,
ID0756,O33_2,Dialog TV / Peo TV / Satellite TV box,
ID0756,O34_1,Radio,0.0
ID0756,O36_1,DVD / VCD,
ID0756,O45_1,Mobile phone - Smart phones,
ID0756,O45_2,Mobile phone - Smart phones,
